beginend	dist	hours	idvelo	lat0	lat1	lng0	lng1	name0	name1	number0	number1	time
end	1.5868507301043508	0.18333333333333332	110	47.23962163528984	47.232098051962886	6.01727555596672	6.035135506401409	08 - MARULAZ	23 - RIVOTTE	8	23.0	2014-05-22 22:07:29.215214
begin	0.0	0.0	96	47.242516482485755		6.029825732914758		06 - OFFICE DE TOURISME (CB)		6		2014-05-22 22:08:29.215214
end	0.5237361973441109	1.0	96	47.242516482485755	47.23816305075897	6.029825732914758	6.032473880806257	06 - OFFICE DE TOURISME (CB)	21 - SAINT-PAUL	6	21.0	2014-05-22 23:08:29.215214
begin	0.0	0.0	86	47.234686721360035		6.029668698192095		13 - VICTOR HUGO		13		2014-05-22 23:09:29.215214
end	1.417690683665205	0.18333333333333332	86	47.234686721360035	47.247417297125864	6.029668698192095	6.028643227134329	13 - VICTOR HUGO	22 - LIBERTE	13	22.0	2014-05-22 23:20:29.215214
begin	0.0	0.0	90	47.239837298410414		6.019829222956177		03 - MADELEINE (CB)		3		2014-05-22 23:21:29.215214
end	0.9725907141781428	1.0	90	47.239837298410414	47.23816305075897	6.019829222956177	6.032473880806257	03 - MADELEINE (CB)	21 - SAINT-PAUL	3	21.0	2014-05-23 00:21:29.215214
begin	0.0	0.0	137	47.23570567397708		6.021461994271495		18 - SAINT-JACQUES (CB)		18		2014-05-23 00:22:29.215214
end	0.9227975025873966	1.0	137	47.23570567397708	47.234141824485384	6.021461994271495	6.033465399526011	18 - SAINT-JACQUES (CB)	14 - JACOBINS	18	14.0	2014-05-23 01:22:29.215214
begin	0.0	0.0	80	47.23549883612933		6.015246632284997		09 - LA CITY (CB)		9		2014-05-23 01:23:29.215214
end	1.6670722389801897	0.18333333333333332	80	47.23549883612933	47.247417297125864	6.015246632284997	6.028643227134329	09 - LA CITY (CB)	22 - LIBERTE	9	22.0	2014-05-23 01:34:29.215214
begin	0.0	0.0	45	47.245601166043805		6.029112984244656		04 - FLORE		4		2014-05-23 01:35:29.215214
end	1.557460128951713	0.18333333333333332	45	47.245601166043805	47.232972634791274	6.029112984244656	6.020189619260524	04 - FLORE	17 - PREFECTURE	4	17.0	2014-05-23 01:46:29.215214
begin	0.0	0.0	15	47.241255701340755		6.006690275635534		30 - XAVIER MARMIER		30		2014-05-23 01:47:29.215214
end	1.743977894195958	0.18333333333333332	15	47.241255701340755	47.238861017468444	6.006690275635534	6.029520493529113	30 - XAVIER MARMIER	26 - BERSOT	30	26.0	2014-05-23 01:58:29.215214
begin	0.0	0.0	70	47.23775305781035		6.024181412656592		10 - 8 SEPTEMBRE (CB)		10		2014-05-23 01:59:29.215214
end	1.3767190940693375	0.18333333333333332	70	47.23775305781035	47.241255701340755	6.024181412656592	6.006690275635534	10 - 8 SEPTEMBRE (CB)	30 - XAVIER MARMIER	10	30.0	2014-05-23 02:10:29.215214
begin	0.0	0.0	145	47.237975621583274		6.026233043233463		25 - MORAND		25		2014-05-23 02:11:29.215214
