beginend	dist	hours	idvelo	lat0	lat1	lng0	lng1	name0	name1	number0	number1	time
end	1.3993334780151685	0.18333333333333332	60	47.245601166043805	47.23897215841013	6.029112984244656	6.01335658368175	04 - FLORE	29 - SQUARE LABBE	4	29.0	2014-05-22 22:31:19.262127
begin	0.0	0.0	30	47.232098051962886		6.035135506401409		23 - RIVOTTE		23		2014-05-22 22:32:19.262127
end	0.4214859422276361	1.0	141	47.23775305781035	47.238861017468444	6.024181412656592	6.029520493529113	10 - 8 SEPTEMBRE (CB)	26 - BERSOT	10	26.0	2014-05-22 22:39:19.262127
begin	0.0	0.0	2	47.234141824485384		6.033465399526011		14 - JACOBINS		14		2014-05-22 22:40:19.262127
end	0.7153215438681462	1.0	121	47.239472732151135	47.242266739833966	6.023347888923649	6.014812815272848	20 - REVOLUTION	28 - LECLERC	20	28.0	2014-05-22 22:41:19.262127
begin	0.0	0.0	76	47.232098051962886		6.035135506401409		23 - RIVOTTE		23		2014-05-22 22:42:19.262127
end	1.3837835837550616	0.18333333333333332	71	47.234141824485384	47.23549883612933	6.033465399526011	6.015246632284997	14 - JACOBINS	09 - LA CITY (CB)	14	9.0	2014-05-22 22:42:19.262127
begin	0.0	0.0	106	47.245601166043805		6.029112984244656		04 - FLORE		4		2014-05-22 22:43:19.262127
end	1.5619920596698929	0.18333333333333332	30	47.232098051962886	47.242989691774426	6.035135506401409	6.022069520897031	23 - RIVOTTE	02 - SQUARE BOUCHOT	23	2.0	2014-05-22 22:43:19.262127
begin	0.0	0.0	123	47.239472732151135		6.023347888923649		20 - REVOLUTION		20		2014-05-22 22:44:19.262127
end	1.5590374182262507	0.18333333333333332	2	47.234141824485384	47.24598	6.033465399526011	6.0224	14 - JACOBINS	01 - GARE VIOTTE (CB)	14	1.0	2014-05-22 22:51:19.262127
begin	0.0	0.0	25	47.247417297125864		6.028643227134329		22 - LIBERTE		22		2014-05-22 22:52:19.262127
end	0.32587207445580224	1.0	72	47.237975621583274	47.23687885054159	6.026233043233463	6.022230358397715	25 - MORAND	27 - MAIRIE	25	27.0	2014-05-22 22:52:19.262127
begin	0.0	0.0	56	47.234686721360035		6.029668698192095		13 - VICTOR HUGO		13		2014-05-22 22:53:19.262127
end	1.3975682525540494	0.18333333333333332	76	47.232098051962886	47.24274259048728	6.035135506401409	6.025292335375532	23 - RIVOTTE	05 - ISEMBART	23	5.0	2014-05-22 22:53:19.262127
begin	0.0	0.0	3	47.234141824485384		6.033465399526011		14 - JACOBINS		14		2014-05-22 22:54:19.262127
end	1.56880881332389	0.18333333333333332	106	47.245601166043805	47.232098051962886	6.029112984244656	6.035135506401409	04 - FLORE	23 - RIVOTTE	4	23.0	2014-05-22 22:54:19.262127
begin	0.0	0.0	72	47.23687885054159		6.022230358397715		27 - MAIRIE		27		2014-05-22 22:55:19.262127
end	1.1075775131679686	1.0	135	47.23570567397708	47.232098051962886	6.021461994271495	6.035135506401409	18 - SAINT-JACQUES (CB)	23 - RIVOTTE	18	23.0	2014-05-22 22:56:19.262127
begin	0.0	0.0	76	47.24274259048728		6.025292335375532		05 - ISEMBART		5		2014-05-22 22:57:19.262127
end	1.4106060119558812	1.0	136	47.23570567397708	47.247417297125864	6.021461994271495	6.028643227134329	18 - SAINT-JACQUES (CB)	22 - LIBERTE	18	22.0	2014-05-22 22:57:19.262127
begin	0.0	0.0	121	47.242266739833966		6.014812815272848		28 - LECLERC		28		2014-05-22 22:58:19.262127
end	0.849568177157943	1.0	105	47.242516482485755	47.23687885054159	6.029825732914758	6.022230358397715	06 - OFFICE DE TOURISME (CB)	27 - MAIRIE	6	27.0	2014-05-22 23:01:19.262127
begin	0.0	0.0	118	47.23532713371164		6.025415743969972		12 - GRANVELLE (CB)		12		2014-05-22 23:02:19.262127
end	1.045208806894696	1.0	122	47.239472732151135	47.230679917904574	6.023347888923649	6.028241933846067	20 - REVOLUTION	15 - TARRAGNOZ	20	15.0	2014-05-22 23:02:19.262127
end	1.8613582170596703	0.18333333333333332	25	47.247417297125864	47.230679917904574	6.028643227134329	6.028241933846067	22 - LIBERTE	15 - TARRAGNOZ	22	15.0	2014-05-22 23:03:19.262127
begin	0.0	0.0	57	47.234686721360035		6.029668698192095		13 - VICTOR HUGO		13		2014-05-22 23:04:19.262127
end	1.4029596769525556	0.18333333333333332	56	47.234686721360035	47.242266739833966	6.029668698192095	6.014812815272848	13 - VICTOR HUGO	28 - LECLERC	13	28.0	2014-05-22 23:04:19.262127
begin	0.0	0.0	142	47.24010992877723		6.027358757731064		24 - MEDIATHEQUE		24		2014-05-22 23:05:19.262127
end	1.520390312363161	0.18333333333333332	3	47.234141824485384	47.247417297125864	6.033465399526011	6.028643227134329	14 - JACOBINS	22 - LIBERTE	14	22.0	2014-05-22 23:05:19.262127
begin	0.0	0.0	99	47.242516482485755		6.029825732914758		06 - OFFICE DE TOURISME (CB)		6		2014-05-22 23:06:19.262127
begin	0.0	0.0	92	47.239837298410414		6.019829222956177		03 - MADELEINE (CB)		3		2014-05-22 23:07:19.262127
end	1.4029596769525556	0.18333333333333332	121	47.242266739833966	47.234686721360035	6.014812815272848	6.029668698192095	28 - LECLERC	13 - VICTOR HUGO	28	13.0	2014-05-22 23:09:19.262127
begin	0.0	0.0	4	47.234141824485384		6.033465399526011		14 - JACOBINS		14		2014-05-22 23:10:19.262127
end	1.5590374182262507	0.18333333333333332	4	47.234141824485384	47.24598	6.033465399526011	6.0224	14 - JACOBINS	01 - GARE VIOTTE (CB)	14	1.0	2014-05-22 23:21:19.262127
begin	0.0	0.0	119	47.23532713371164		6.025415743969972		12 - GRANVELLE (CB)		12		2014-05-22 23:22:19.262127
end	0.4698213435919271	1.0	137	47.23570567397708	47.23549883612933	6.021461994271495	6.015246632284997	18 - SAINT-JACQUES (CB)	09 - LA CITY (CB)	18	9.0	2014-05-22 23:24:19.262127
begin	0.0	0.0	96	47.238861017468444		6.029520493529113		26 - BERSOT		26		2014-05-22 23:26:19.262127
end	0.21414435182916824	1.0	123	47.239472732151135	47.24087	6.023347888923649	6.0253	20 - REVOLUTION	19 - BEAUX-ARTS	20	19.0	2014-05-22 23:44:19.262127
begin	0.0	0.0	10	47.232140411418726		6.022842670313092		16 - GARE D'EAU		16		2014-05-22 23:45:19.262127
end	0.0	1.0	72	47.23687885054159	47.23687885054159	6.022230358397715	6.022230358397715	27 - MAIRIE	27 - MAIRIE	27	27.0	2014-05-22 23:55:19.262127
begin	0.0	0.0	105	47.23687885054159		6.022230358397715		27 - MAIRIE		27		2014-05-22 23:56:19.262127
end	1.5392548689206382	0.18333333333333332	10	47.232140411418726	47.24598	6.022842670313092	6.0224	16 - GARE D'EAU	01 - GARE VIOTTE (CB)	16	1.0	2014-05-22 23:56:19.262127
begin	0.0	0.0	138	47.23570567397708		6.021461994271495		18 - SAINT-JACQUES (CB)		18		2014-05-22 23:57:19.262127
end	1.1526519059670577	1.0	76	47.24274259048728	47.232972634791274	6.025292335375532	6.020189619260524	05 - ISEMBART	17 - PREFECTURE	5	17.0	2014-05-22 23:57:19.262127
begin	0.0	0.0	139	47.23570567397708		6.021461994271495		18 - SAINT-JACQUES (CB)		18		2014-05-22 23:58:19.262127
end	0.6164005509136129	1.0	118	47.23532713371164	47.24087	6.025415743969972	6.0253	12 - GRANVELLE (CB)	19 - BEAUX-ARTS	12	19.0	2014-05-23 00:02:19.262127
begin	0.0	0.0	107	47.24274259048728		6.025292335375532		05 - ISEMBART		5		2014-05-23 00:03:19.262127
end	1.4029596769525556	1.0	57	47.234686721360035	47.242266739833966	6.029668698192095	6.014812815272848	13 - VICTOR HUGO	28 - LECLERC	13	28.0	2014-05-23 00:04:19.262127
begin	0.0	0.0	56	47.242266739833966		6.014812815272848		28 - LECLERC		28		2014-05-23 00:05:19.262127
end	0.8183071702760265	1.0	142	47.24010992877723	47.247417297125864	6.027358757731064	6.028643227134329	24 - MEDIATHEQUE	22 - LIBERTE	24	22.0	2014-05-23 00:05:19.262127
begin	0.0	0.0	48	47.245601166043805		6.029112984244656		04 - FLORE		4		2014-05-23 00:06:19.262127
end	0.6801008434108358	1.0	99	47.242516482485755	47.24598	6.029825732914758	6.0224	06 - OFFICE DE TOURISME (CB)	01 - GARE VIOTTE (CB)	6	1.0	2014-05-23 00:06:19.262127
begin	0.0	0.0	108	47.24274259048728		6.025292335375532		05 - ISEMBART		5		2014-05-23 00:07:19.262127
end	0.9725907141781428	1.0	92	47.239837298410414	47.23816305075897	6.019829222956177	6.032473880806257	03 - MADELEINE (CB)	21 - SAINT-PAUL	3	21.0	2014-05-23 00:07:19.262127
begin	0.0	0.0	146	47.237975621583274		6.026233043233463		25 - MORAND		25		2014-05-23 00:09:19.262127
end	1.4106060119558812	0.18333333333333332	139	47.23570567397708	47.247417297125864	6.021461994271495	6.028643227134329	18 - SAINT-JACQUES (CB)	22 - LIBERTE	18	22.0	2014-05-23 00:09:19.262127
begin	0.0	0.0	109	47.24274259048728		6.025292335375532		05 - ISEMBART		5		2014-05-23 00:10:19.262127
end	1.3975682525540494	0.18333333333333332	107	47.24274259048728	47.232098051962886	6.025292335375532	6.035135506401409	05 - ISEMBART	23 - RIVOTTE	5	23.0	2014-05-23 00:14:19.262127
begin	0.0	0.0	80	47.240378590402976		6.033592242591653		07 - GARE MOUILLERE		7		2014-05-23 00:15:19.262127
end	1.6394853686310886	0.18333333333333332	56	47.242266739833966	47.230679917904574	6.014812815272848	6.028241933846067	28 - LECLERC	15 - TARRAGNOZ	28	15.0	2014-05-23 00:16:19.262127
begin	0.0	0.0	57	47.242266739833966		6.014812815272848		28 - LECLERC		28		2014-05-23 00:17:19.262127
end	1.557460128951713	0.18333333333333332	48	47.245601166043805	47.232972634791274	6.029112984244656	6.020189619260524	04 - FLORE	17 - PREFECTURE	4	17.0	2014-05-23 00:17:19.262127
begin	0.0	0.0	140	47.234141824485384		6.033465399526011		14 - JACOBINS		14		2014-05-23 00:18:19.262127
end	0.8246138052400674	1.0	119	47.23532713371164	47.24274259048728	6.025415743969972	6.025292335375532	12 - GRANVELLE (CB)	05 - ISEMBART	12	5.0	2014-05-23 00:22:19.262127
begin	0.0	0.0	127	47.241255701340755		6.006690275635534		30 - XAVIER MARMIER		30		2014-05-23 00:23:19.262127
end	0.500446662449808	1.0	96	47.238861017468444	47.23532713371164	6.029520493529113	6.025415743969972	26 - BERSOT	12 - GRANVELLE (CB)	26	12.0	2014-05-23 00:26:19.262127
end	1.433150497764761	0.18333333333333332	80	47.240378590402976	47.242266739833966	6.033592242591653	6.014812815272848	07 - GARE MOUILLERE	28 - LECLERC	7	28.0	2014-05-23 00:26:19.262127
begin	0.0	0.0	123	47.24087		6.0253		19 - BEAUX-ARTS		19		2014-05-23 00:27:19.262127
begin	0.0	0.0	96	47.23532713371164		6.025415743969972		12 - GRANVELLE (CB)		12		2014-05-23 00:28:19.262127
end	1.4029596769525556	0.18333333333333332	57	47.242266739833966	47.234686721360035	6.014812815272848	6.029668698192095	28 - LECLERC	13 - VICTOR HUGO	28	13.0	2014-05-23 00:28:19.262127
begin	0.0	0.0	26	47.238861017468444		6.029520493529113		26 - BERSOT		26		2014-05-23 00:29:19.262127
end	2.1706957606648474	0.18333333333333332	140	47.234141824485384	47.241255701340755	6.033465399526011	6.006690275635534	14 - JACOBINS	30 - XAVIER MARMIER	14	30.0	2014-05-23 00:29:19.262127
begin	0.0	0.0	119	47.24274259048728		6.025292335375532		05 - ISEMBART		5		2014-05-23 00:30:19.262127
end	1.4139800808773606	0.18333333333333332	127	47.241255701340755	47.24274259048728	6.006690275635534	6.025292335375532	30 - XAVIER MARMIER	05 - ISEMBART	30	5.0	2014-05-23 00:34:19.262127
begin	0.0	0.0	6	47.230679917904574		6.028241933846067		15 - TARRAGNOZ		15		2014-05-23 00:35:19.262127
end	1.4459360307122335	0.18333333333333332	6	47.230679917904574	47.242989691774426	6.028241933846067	6.022069520897031	15 - TARRAGNOZ	02 - SQUARE BOUCHOT	15	2.0	2014-05-23 00:46:19.262127
begin	0.0	0.0	118	47.24087		6.0253		19 - BEAUX-ARTS		19		2014-05-23 00:47:19.262127
end	0.30051286693579243	1.0	105	47.23687885054159	47.239472732151135	6.022230358397715	6.023347888923649	27 - MAIRIE	20 - REVOLUTION	27	20.0	2014-05-23 00:56:19.262127
begin	0.0	0.0	140	47.241255701340755		6.006690275635534		30 - XAVIER MARMIER		30		2014-05-23 00:57:19.262127
end	0.14276819357111822	1.0	138	47.23570567397708	47.23687885054159	6.021461994271495	6.022230358397715	18 - SAINT-JACQUES (CB)	27 - MAIRIE	18	27.0	2014-05-23 00:57:19.262127
begin	0.0	0.0	126	47.23897215841013		6.01335658368175		29 - SQUARE LABBE		29		2014-05-23 00:58:19.262127
end	0.3317092314045346	1.0	108	47.24274259048728	47.24010992877723	6.025292335375532	6.027358757731064	05 - ISEMBART	24 - MEDIATHEQUE	5	24.0	2014-05-23 01:07:19.262127
begin	0.0	0.0	136	47.247417297125864		6.028643227134329		22 - LIBERTE		22		2014-05-23 01:08:19.262127
end	1.3767190940693375	0.18333333333333332	140	47.241255701340755	47.23775305781035	6.006690275635534	6.024181412656592	30 - XAVIER MARMIER	10 - 8 SEPTEMBRE (CB)	30	10.0	2014-05-23 01:08:19.262127
begin	0.0	0.0	122	47.230679917904574		6.028241933846067		15 - TARRAGNOZ		15		2014-05-23 01:09:19.262127
end	0.525911475767504	1.0	146	47.237975621583274	47.239837298410414	6.026233043233463	6.019829222956177	25 - MORAND	03 - MADELEINE (CB)	25	3.0	2014-05-23 01:09:19.262127
end	1.610392437542676	0.18333333333333332	126	47.23897215841013	47.234141824485384	6.01335658368175	6.033465399526011	29 - SQUARE LABBE	14 - JACOBINS	29	14.0	2014-05-23 01:09:19.262127
begin	0.0	0.0	131	47.23897215841013		6.01335658368175		29 - SQUARE LABBE		29		2014-05-23 01:10:19.262127
end	0.4210202364345857	1.0	109	47.24274259048728	47.24598	6.025292335375532	6.0224	05 - ISEMBART	01 - GARE VIOTTE (CB)	5	1.0	2014-05-23 01:10:19.262127
begin	0.0	0.0	11	47.232140411418726		6.022842670313092		16 - GARE D'EAU		16		2014-05-23 01:11:19.262127
begin	0.0	0.0	12	47.232140411418726		6.022842670313092		16 - GARE D'EAU		16		2014-05-23 01:12:19.262127
end	1.793215361092487	0.18333333333333332	136	47.247417297125864	47.241255701340755	6.028643227134329	6.006690275635534	22 - LIBERTE	30 - XAVIER MARMIER	22	30.0	2014-05-23 01:19:19.262127
begin	0.0	0.0	121	47.234686721360035		6.029668698192095		13 - VICTOR HUGO		13		2014-05-23 01:20:19.262127
end	1.4459360307122335	0.18333333333333332	122	47.230679917904574	47.242989691774426	6.028241933846067	6.022069520897031	15 - TARRAGNOZ	02 - SQUARE BOUCHOT	15	2.0	2014-05-23 01:20:19.262127
end	1.4460711670885664	0.18333333333333332	131	47.23897215841013	47.23816305075897	6.01335658368175	6.032473880806257	29 - SQUARE LABBE	21 - SAINT-PAUL	29	21.0	2014-05-23 01:21:19.262127
begin	0.0	0.0	110	47.23962163528984		6.01727555596672		08 - MARULAZ		8		2014-05-23 01:22:19.262127
end	1.7542475977234433	0.18333333333333332	11	47.232140411418726	47.247417297125864	6.022842670313092	6.028643227134329	16 - GARE D'EAU	22 - LIBERTE	16	22.0	2014-05-23 01:22:19.262127
begin	0.0	0.0	140	47.23775305781035		6.024181412656592		10 - 8 SEPTEMBRE (CB)		10		2014-05-23 01:23:19.262127
end	1.5698406840379187	0.18333333333333332	12	47.232140411418726	47.245601166043805	6.022842670313092	6.029112984244656	16 - GARE D'EAU	04 - FLORE	16	4.0	2014-05-23 01:23:19.262127
begin	0.0	0.0	71	47.23549883612933		6.015246632284997		09 - LA CITY (CB)		9		2014-05-23 01:24:19.262127
begin	0.0	0.0	13	47.232140411418726		6.022842670313092		16 - GARE D'EAU		16		2014-05-23 01:25:19.262127
end	0.62149048511943	1.0	123	47.24087	47.23962163528984	6.0253	6.01727555596672	19 - BEAUX-ARTS	08 - MARULAZ	19	8.0	2014-05-23 01:27:19.262127
begin	0.0	0.0	97	47.240378590402976		6.033592242591653		07 - GARE MOUILLERE		7		2014-05-23 01:28:19.262127
end	0.8659761327697599	1.0	96	47.23532713371164	47.242516482485755	6.025415743969972	6.029825732914758	12 - GRANVELLE (CB)	06 - OFFICE DE TOURISME (CB)	12	6.0	2014-05-23 01:28:19.262127
begin	0.0	0.0	137	47.23549883612933		6.015246632284997		09 - LA CITY (CB)		9		2014-05-23 01:29:19.262127
end	1.1731269717192676	1.0	26	47.238861017468444	47.242266739833966	6.029520493529113	6.014812815272848	26 - BERSOT	28 - LECLERC	26	28.0	2014-05-23 01:29:19.262127
begin	0.0	0.0	126	47.234141824485384		6.033465399526011		14 - JACOBINS		14		2014-05-23 01:30:19.262127
end	0.9938187907963102	1.0	119	47.24274259048728	47.23897215841013	6.025292335375532	6.01335658368175	05 - ISEMBART	29 - SQUARE LABBE	5	29.0	2014-05-23 01:30:19.262127
begin	0.0	0.0	25	47.230679917904574		6.028241933846067		15 - TARRAGNOZ		15		2014-05-23 01:31:19.262127
end	1.417690683665205	0.18333333333333332	121	47.234686721360035	47.247417297125864	6.029668698192095	6.028643227134329	13 - VICTOR HUGO	22 - LIBERTE	13	22.0	2014-05-23 01:31:19.262127
begin	0.0	0.0	27	47.238861017468444		6.029520493529113		26 - BERSOT		26		2014-05-23 01:32:19.262127
end	1.3837835837550616	0.18333333333333332	71	47.23549883612933	47.234141824485384	6.015246632284997	6.033465399526011	09 - LA CITY (CB)	14 - JACOBINS	9	14.0	2014-05-23 01:35:19.262127
begin	0.0	0.0	105	47.239472732151135		6.023347888923649		20 - REVOLUTION		20		2014-05-23 01:36:19.262127
end	1.5698406840379187	0.18333333333333332	13	47.232140411418726	47.245601166043805	6.022842670313092	6.029112984244656	16 - GARE D'EAU	04 - FLORE	16	4.0	2014-05-23 01:36:19.262127
begin	0.0	0.0	127	47.24274259048728		6.025292335375532		05 - ISEMBART		5		2014-05-23 01:38:19.262127
end	1.5356529353448785	0.18333333333333332	97	47.240378590402976	47.23897215841013	6.033592242591653	6.01335658368175	07 - GARE MOUILLERE	29 - SQUARE LABBE	7	29.0	2014-05-23 01:39:19.262127
begin	0.0	0.0	80	47.242266739833966		6.014812815272848		28 - LECLERC		28		2014-05-23 01:40:19.262127
end	1.6670722389801897	0.18333333333333332	137	47.23549883612933	47.247417297125864	6.015246632284997	6.028643227134329	09 - LA CITY (CB)	22 - LIBERTE	9	22.0	2014-05-23 01:40:19.262127
end	1.520390312363161	0.18333333333333332	126	47.234141824485384	47.247417297125864	6.033465399526011	6.028643227134329	14 - JACOBINS	22 - LIBERTE	14	22.0	2014-05-23 01:41:19.262127
begin	0.0	0.0	96	47.242516482485755		6.029825732914758		06 - OFFICE DE TOURISME (CB)		6		2014-05-23 01:42:19.262127
end	1.6394853686310886	0.18333333333333332	25	47.230679917904574	47.242266739833966	6.028241933846067	6.014812815272848	15 - TARRAGNOZ	28 - LECLERC	15	28.0	2014-05-23 01:42:19.262127
begin	0.0	0.0	143	47.24087		6.0253		19 - BEAUX-ARTS		19		2014-05-23 01:43:19.262127
begin	0.0	0.0	25	47.242266739833966		6.014812815272848		28 - LECLERC		28		2014-05-23 01:44:19.262127
end	0.9657991066629843	1.0	118	47.24087	47.23549883612933	6.0253	6.015246632284997	19 - BEAUX-ARTS	09 - LA CITY (CB)	19	9.0	2014-05-23 01:47:19.262127
begin	0.0	0.0	28	47.238861017468444		6.029520493529113		26 - BERSOT		26		2014-05-23 01:48:19.262127
end	1.6394853686310886	0.18333333333333332	80	47.242266739833966	47.230679917904574	6.014812815272848	6.028241933846067	28 - LECLERC	15 - TARRAGNOZ	28	15.0	2014-05-23 01:51:19.262127
begin	0.0	0.0	71	47.234141824485384		6.033465399526011		14 - JACOBINS		14		2014-05-23 01:52:19.262127
end	1.409212097886819	0.18333333333333332	25	47.242266739833966	47.23816305075897	6.014812815272848	6.032473880806257	28 - LECLERC	21 - SAINT-PAUL	28	21.0	2014-05-23 01:55:19.262127
begin	0.0	0.0	29	47.238861017468444		6.029520493529113		26 - BERSOT		26		2014-05-23 01:56:19.262127
end	1.6730916613972755	0.2	71	47.234141824485384	47.242266739833966	6.033465399526011	6.014812815272848	14 - JACOBINS	28 - LECLERC	14	28.0	2014-05-23 02:04:19.262127
begin	0.0	0.0	61	47.23658127083706		6.028437571298568		11 - JEAN CORNET		11		2014-05-23 02:05:19.262127
end	0.4587241846907755	1.0	110	47.23962163528984	47.239472732151135	6.01727555596672	6.023347888923649	08 - MARULAZ	20 - REVOLUTION	8	20.0	2014-05-23 02:22:19.262127
begin	0.0	0.0	14	47.232140411418726		6.022842670313092		16 - GARE D'EAU		16		2014-05-23 02:23:19.262127
end	0.4214859422276361	1.0	140	47.23775305781035	47.238861017468444	6.024181412656592	6.029520493529113	10 - 8 SEPTEMBRE (CB)	26 - BERSOT	10	26.0	2014-05-23 02:23:19.262127
begin	0.0	0.0	57	47.234686721360035		6.029668698192095		13 - VICTOR HUGO		13		2014-05-23 02:24:19.262127
