beginend	dist	hours	idvelo	lat0	lat1	lng0	lng1	name0	name1	number0	number1	time
end	1.3767190940693375	0.18333333333333332	70	47.23775305781035	47.241255701340755	6.024181412656592	6.006690275635534	10 - 8 SEPTEMBRE (CB)	30 - XAVIER MARMIER	10	30.0	2014-05-22 18:23:19.262127
begin	0.0	0.0	125	47.23658127083706		6.028437571298568		11 - JEAN CORNET		11		2014-05-22 18:24:19.262127
end	2.007604239947991	0.18333333333333332	75	47.230679917904574	47.241255701340755	6.028241933846067	6.006690275635534	15 - TARRAGNOZ	30 - XAVIER MARMIER	15	30.0	2014-05-22 18:24:19.262127
begin	0.0	0.0	126	47.23658127083706		6.028437571298568		11 - JEAN CORNET		11		2014-05-22 18:25:19.262127
end	1.487521281536461	0.18333333333333332	101	47.240378590402976	47.23549883612933	6.033592242591653	6.015246632284997	07 - GARE MOUILLERE	09 - LA CITY (CB)	7	9.0	2014-05-22 18:25:19.262127
begin	0.0	0.0	5	47.232098051962886		6.035135506401409		23 - RIVOTTE		23		2014-05-22 18:26:19.262127
end	1.4459360307122335	0.18333333333333332	20	47.242989691774426	47.230679917904574	6.022069520897031	6.028241933846067	02 - SQUARE BOUCHOT	15 - TARRAGNOZ	2	15.0	2014-05-22 18:26:19.262127
begin	0.0	0.0	1	47.234141824485384		6.033465399526011		14 - JACOBINS		14		2014-05-22 18:27:19.262127
end	1.7521308671021971	0.2	95	47.242516482485755	47.241255701340755	6.029825732914758	6.006690275635534	06 - OFFICE DE TOURISME (CB)	30 - XAVIER MARMIER	6	30.0	2014-05-22 18:28:19.262127
begin	0.0	0.0	71	47.23775305781035		6.024181412656592		10 - 8 SEPTEMBRE (CB)		10		2014-05-22 18:29:19.262127
end	1.610392437542676	0.18333333333333332	130	47.23897215841013	47.234141824485384	6.01335658368175	6.033465399526011	29 - SQUARE LABBE	14 - JACOBINS	29	14.0	2014-05-22 18:29:19.262127
begin	0.0	0.0	20	47.230679917904574		6.028241933846067		15 - TARRAGNOZ		15		2014-05-22 18:30:19.262127
end	2.1706957606648474	0.18333333333333332	0	47.234141824485384	47.241255701340755	6.033465399526011	6.006690275635534	14 - JACOBINS	30 - XAVIER MARMIER	14	30.0	2014-05-22 18:32:19.262127
begin	0.0	0.0	72	47.23775305781035		6.024181412656592		10 - 8 SEPTEMBRE (CB)		10		2014-05-22 18:33:19.262127
end	1.7725326358787699	0.18333333333333332	30	47.247417297125864	47.232098051962886	6.028643227134329	6.035135506401409	22 - LIBERTE	23 - RIVOTTE	22	23.0	2014-05-22 18:34:19.262127
begin	0.0	0.0	85	47.234686721360035		6.029668698192095		13 - VICTOR HUGO		13		2014-05-22 18:35:19.262127
end	1.5485368708024705	0.18333333333333332	5	47.232098051962886	47.23549883612933	6.035135506401409	6.015246632284997	23 - RIVOTTE	09 - LA CITY (CB)	23	9.0	2014-05-22 18:37:19.262127
begin	0.0	0.0	60	47.232972634791274		6.020189619260524		17 - PREFECTURE		17		2014-05-22 18:38:19.262127
end	1.610392437542676	0.18333333333333332	1	47.234141824485384	47.23897215841013	6.033465399526011	6.01335658368175	14 - JACOBINS	29 - SQUARE LABBE	14	29.0	2014-05-22 18:38:19.262127
begin	0.0	0.0	50	47.24598		6.0224		01 - GARE VIOTTE (CB)		1		2014-05-22 18:39:19.262127
end	1.4536981164192808	0.18333333333333332	20	47.230679917904574	47.23897215841013	6.028241933846067	6.01335658368175	15 - TARRAGNOZ	29 - SQUARE LABBE	15	29.0	2014-05-22 18:41:19.262127
begin	0.0	0.0	91	47.239837298410414		6.019829222956177		03 - MADELEINE (CB)		3		2014-05-22 18:42:19.262127
end	1.4029596769525556	0.18333333333333332	85	47.234686721360035	47.242266739833966	6.029668698192095	6.014812815272848	13 - VICTOR HUGO	28 - LECLERC	13	28.0	2014-05-22 18:46:19.262127
begin	0.0	0.0	86	47.234686721360035		6.029668698192095		13 - VICTOR HUGO		13		2014-05-22 18:47:19.262127
end	1.4559474444134786	0.18333333333333332	60	47.232972634791274	47.24598	6.020189619260524	6.0224	17 - PREFECTURE	01 - GARE VIOTTE (CB)	17	1.0	2014-05-22 18:49:19.262127
begin	0.0	0.0	145	47.237975621583274		6.026233043233463		25 - MORAND		25		2014-05-22 18:50:19.262127
end	1.818549466087738	0.18333333333333332	50	47.24598	47.232098051962886	6.0224	6.035135506401409	01 - GARE VIOTTE (CB)	23 - RIVOTTE	1	23.0	2014-05-22 18:50:19.262127
begin	0.0	0.0	105	47.24274259048728		6.025292335375532		05 - ISEMBART		5		2014-05-22 18:51:19.262127
end	1.4408370005519244	0.18333333333333332	91	47.239837298410414	47.232098051962886	6.019829222956177	6.035135506401409	03 - MADELEINE (CB)	23 - RIVOTTE	3	23.0	2014-05-22 18:53:19.262127
begin	0.0	0.0	96	47.242516482485755		6.029825732914758		06 - OFFICE DE TOURISME (CB)		6		2014-05-22 18:54:19.262127
end	1.4029596769525556	0.18333333333333332	86	47.234686721360035	47.242266739833966	6.029668698192095	6.014812815272848	13 - VICTOR HUGO	28 - LECLERC	13	28.0	2014-05-22 18:58:19.262127
begin	0.0	0.0	127	47.23658127083706		6.028437571298568		11 - JEAN CORNET		11		2014-05-22 18:59:19.262127
end	0.9591669305972428	1.0	140	47.24087	47.232972634791274	6.0253	6.020189619260524	19 - BEAUX-ARTS	17 - PREFECTURE	19	17.0	2014-05-22 19:10:19.262127
begin	0.0	0.0	73	47.23775305781035		6.024181412656592		10 - 8 SEPTEMBRE (CB)		10		2014-05-22 19:11:19.262127
end	0.9496989062937118	1.0	90	47.239837298410414	47.245601166043805	6.019829222956177	6.029112984244656	03 - MADELEINE (CB)	04 - FLORE	3	4.0	2014-05-22 19:17:19.262127
begin	0.0	0.0	40	47.24010992877723		6.027358757731064		24 - MEDIATHEQUE		24		2014-05-22 19:18:19.262127
end	0.8595897166948689	1.0	125	47.23658127083706	47.242989691774426	6.028437571298568	6.022069520897031	11 - JEAN CORNET	02 - SQUARE BOUCHOT	11	2.0	2014-05-22 19:24:19.262127
begin	0.0	0.0	97	47.242516482485755		6.029825732914758		06 - OFFICE DE TOURISME (CB)		6		2014-05-22 19:25:19.262127
end	0.5742216891364058	1.0	126	47.23658127083706	47.240378590402976	6.028437571298568	6.033592242591653	11 - JEAN CORNET	07 - GARE MOUILLERE	11	7.0	2014-05-22 19:25:19.262127
begin	0.0	0.0	87	47.234686721360035		6.029668698192095		13 - VICTOR HUGO		13		2014-05-22 19:26:19.262127
end	0.807806444958245	1.0	71	47.23775305781035	47.234141824485384	6.024181412656592	6.033465399526011	10 - 8 SEPTEMBRE (CB)	14 - JACOBINS	10	14.0	2014-05-22 19:29:19.262127
begin	0.0	0.0	30	47.232098051962886		6.035135506401409		23 - RIVOTTE		23		2014-05-22 19:30:19.262127
end	0.15685552635087072	1.0	72	47.23775305781035	47.237975621583274	6.024181412656592	6.026233043233463	10 - 8 SEPTEMBRE (CB)	25 - MORAND	10	25.0	2014-05-22 19:33:19.262127
begin	0.0	0.0	98	47.242516482485755		6.029825732914758		06 - OFFICE DE TOURISME (CB)		6		2014-05-22 19:34:19.262127
end	1.417690683665205	0.18333333333333332	87	47.234686721360035	47.247417297125864	6.029668698192095	6.028643227134329	13 - VICTOR HUGO	22 - LIBERTE	13	22.0	2014-05-22 19:37:19.262127
begin	0.0	0.0	25	47.238861017468444		6.029520493529113		26 - BERSOT		26		2014-05-22 19:38:19.262127
end	1.4408370005519244	0.18333333333333332	30	47.232098051962886	47.239837298410414	6.035135506401409	6.019829222956177	23 - RIVOTTE	03 - MADELEINE (CB)	23	3.0	2014-05-22 19:41:19.262127
begin	0.0	0.0	140	47.232972634791274		6.020189619260524		17 - PREFECTURE		17		2014-05-22 19:42:19.262127
end	0.8739799463183368	1.0	145	47.237975621583274	47.23549883612933	6.026233043233463	6.015246632284997	25 - MORAND	09 - LA CITY (CB)	25	9.0	2014-05-22 19:50:19.262127
begin	0.0	0.0	60	47.24598		6.0224		01 - GARE VIOTTE (CB)		1		2014-05-22 19:51:19.262127
end	0.3431471371679679	1.0	105	47.24274259048728	47.242516482485755	6.025292335375532	6.029825732914758	05 - ISEMBART	06 - OFFICE DE TOURISME (CB)	5	6.0	2014-05-22 19:51:19.262127
begin	0.0	0.0	45	47.245601166043805		6.029112984244656		04 - FLORE		4		2014-05-22 19:52:19.262127
end	1.4559474444134786	0.18333333333333332	140	47.232972634791274	47.24598	6.020189619260524	6.0224	17 - PREFECTURE	01 - GARE VIOTTE (CB)	17	1.0	2014-05-22 19:53:19.262127
begin	0.0	0.0	125	47.242989691774426		6.022069520897031		02 - SQUARE BOUCHOT		2		2014-05-22 19:54:19.262127
end	0.4071218173309875	1.0	96	47.242516482485755	47.238861017468444	6.029825732914758	6.029520493529113	06 - OFFICE DE TOURISME (CB)	26 - BERSOT	6	26.0	2014-05-22 19:54:19.262127
begin	0.0	0.0	55	47.242266739833966		6.014812815272848		28 - LECLERC		28		2014-05-22 19:55:19.262127
end	0.7101057591400631	1.0	127	47.23658127083706	47.232098051962886	6.028437571298568	6.035135506401409	11 - JEAN CORNET	23 - RIVOTTE	11	23.0	2014-05-22 19:59:19.262127
begin	0.0	0.0	56	47.242266739833966		6.014812815272848		28 - LECLERC		28		2014-05-22 20:00:19.262127
end	1.757529660991355	0.18333333333333332	60	47.24598	47.230679917904574	6.0224	6.028241933846067	01 - GARE VIOTTE (CB)	15 - TARRAGNOZ	1	15.0	2014-05-22 20:02:19.262127
begin	0.0	0.0	126	47.240378590402976		6.033592242591653		07 - GARE MOUILLERE		7		2014-05-22 20:03:19.262127
end	1.5354713023757784	0.18333333333333332	45	47.245601166043805	47.23549883612933	6.029112984244656	6.015246632284997	04 - FLORE	09 - LA CITY (CB)	4	9.0	2014-05-22 20:03:19.262127
begin	0.0	0.0	1	47.23897215841013		6.01335658368175		29 - SQUARE LABBE		29		2014-05-22 20:04:19.262127
end	1.5619920596698929	0.18333333333333332	125	47.242989691774426	47.232098051962886	6.022069520897031	6.035135506401409	02 - SQUARE BOUCHOT	23 - RIVOTTE	2	23.0	2014-05-22 20:05:19.262127
begin	0.0	0.0	61	47.232972634791274		6.020189619260524		17 - PREFECTURE		17		2014-05-22 20:06:19.262127
end	1.409212097886819	0.18333333333333332	55	47.242266739833966	47.23816305075897	6.014812815272848	6.032473880806257	28 - LECLERC	21 - SAINT-PAUL	28	21.0	2014-05-22 20:06:19.262127
begin	0.0	0.0	30	47.239837298410414		6.019829222956177		03 - MADELEINE (CB)		3		2014-05-22 20:07:19.262127
end	0.8441367972436689	1.0	73	47.23775305781035	47.230679917904574	6.024181412656592	6.028241933846067	10 - 8 SEPTEMBRE (CB)	15 - TARRAGNOZ	10	15.0	2014-05-22 20:11:19.262127
end	1.4029596769525556	0.18333333333333332	56	47.242266739833966	47.234686721360035	6.014812815272848	6.029668698192095	28 - LECLERC	13 - VICTOR HUGO	28	13.0	2014-05-22 20:11:19.262127
begin	0.0	0.0	46	47.245601166043805		6.029112984244656		04 - FLORE		4		2014-05-22 20:12:19.262127
begin	0.0	0.0	140	47.24598		6.0224		01 - GARE VIOTTE (CB)		1		2014-05-22 20:13:19.262127
end	1.5356529353448785	0.18333333333333332	126	47.240378590402976	47.23897215841013	6.033592242591653	6.01335658368175	07 - GARE MOUILLERE	29 - SQUARE LABBE	7	29.0	2014-05-22 20:14:19.262127
begin	0.0	0.0	127	47.232098051962886		6.035135506401409		23 - RIVOTTE		23		2014-05-22 20:15:19.262127
end	1.4536981164192808	0.18333333333333332	1	47.23897215841013	47.230679917904574	6.01335658368175	6.028241933846067	29 - SQUARE LABBE	15 - TARRAGNOZ	29	15.0	2014-05-22 20:15:19.262127
begin	0.0	0.0	116	47.23532713371164		6.025415743969972		12 - GRANVELLE (CB)		12		2014-05-22 20:16:19.262127
end	0.9495002759936559	1.0	40	47.24010992877723	47.232140411418726	6.027358757731064	6.022842670313092	24 - MEDIATHEQUE	16 - GARE D'EAU	24	16.0	2014-05-22 20:18:19.262127
end	1.4408370005519244	0.18333333333333332	30	47.239837298410414	47.232098051962886	6.019829222956177	6.035135506401409	03 - MADELEINE (CB)	23 - RIVOTTE	3	23.0	2014-05-22 20:18:19.262127
begin	0.0	0.0	117	47.23532713371164		6.025415743969972		12 - GRANVELLE (CB)		12		2014-05-22 20:19:19.262127
begin	0.0	0.0	57	47.242266739833966		6.014812815272848		28 - LECLERC		28		2014-05-22 20:20:19.262127
end	1.5354713023757784	0.18333333333333332	46	47.245601166043805	47.23549883612933	6.029112984244656	6.015246632284997	04 - FLORE	09 - LA CITY (CB)	4	9.0	2014-05-22 20:23:19.262127
begin	0.0	0.0	30	47.232098051962886		6.035135506401409		23 - RIVOTTE		23		2014-05-22 20:24:19.262127
end	1.5590374182262507	0.18333333333333332	140	47.24598	47.234141824485384	6.0224	6.033465399526011	01 - GARE VIOTTE (CB)	14 - JACOBINS	1	14.0	2014-05-22 20:24:19.262127
begin	0.0	0.0	106	47.24274259048728		6.025292335375532		05 - ISEMBART		5		2014-05-22 20:25:19.262127
end	0.8659761327697599	1.0	97	47.242516482485755	47.23532713371164	6.029825732914758	6.025415743969972	06 - OFFICE DE TOURISME (CB)	12 - GRANVELLE (CB)	6	12.0	2014-05-22 20:25:19.262127
begin	0.0	0.0	128	47.23658127083706		6.028437571298568		11 - JEAN CORNET		11		2014-05-22 20:26:19.262127
end	1.3975682525540494	0.18333333333333332	127	47.232098051962886	47.24274259048728	6.035135506401409	6.025292335375532	23 - RIVOTTE	05 - ISEMBART	23	5.0	2014-05-22 20:26:19.262127
begin	0.0	0.0	74	47.23775305781035		6.024181412656592		10 - 8 SEPTEMBRE (CB)		10		2014-05-22 20:27:19.262127
end	1.4029596769525556	0.18333333333333332	57	47.242266739833966	47.234686721360035	6.014812815272848	6.029668698192095	28 - LECLERC	13 - VICTOR HUGO	28	13.0	2014-05-22 20:31:19.262127
begin	0.0	0.0	60	47.230679917904574		6.028241933846067		15 - TARRAGNOZ		15		2014-05-22 20:32:19.262127
end	0.5237361973441109	1.0	98	47.242516482485755	47.23816305075897	6.029825732914758	6.032473880806257	06 - OFFICE DE TOURISME (CB)	21 - SAINT-PAUL	6	21.0	2014-05-22 20:34:19.262127
begin	0.0	0.0	58	47.242266739833966		6.014812815272848		28 - LECLERC		28		2014-05-22 20:35:19.262127
end	1.4408370005519244	0.18333333333333332	30	47.232098051962886	47.239837298410414	6.035135506401409	6.019829222956177	23 - RIVOTTE	03 - MADELEINE (CB)	23	3.0	2014-05-22 20:35:19.262127
begin	0.0	0.0	141	47.24087		6.0253		19 - BEAUX-ARTS		19		2014-05-22 20:36:19.262127
end	1.3975682525540494	0.18333333333333332	106	47.24274259048728	47.232098051962886	6.025292335375532	6.035135506401409	05 - ISEMBART	23 - RIVOTTE	5	23.0	2014-05-22 20:36:19.262127
begin	0.0	0.0	47	47.245601166043805		6.029112984244656		04 - FLORE		4		2014-05-22 20:37:19.262127
end	0.961765176444029	1.0	25	47.238861017468444	47.232972634791274	6.029520493529113	6.020189619260524	26 - BERSOT	17 - PREFECTURE	26	17.0	2014-05-22 20:38:19.262127
begin	0.0	0.0	142	47.24087		6.0253		19 - BEAUX-ARTS		19		2014-05-22 20:39:19.262127
end	1.6604697940260076	0.18333333333333332	60	47.230679917904574	47.245601166043805	6.028241933846067	6.029112984244656	15 - TARRAGNOZ	04 - FLORE	15	4.0	2014-05-22 20:43:19.262127
begin	0.0	0.0	80	47.23549883612933		6.015246632284997		09 - LA CITY (CB)		9		2014-05-22 20:44:19.262127
end	1.409212097886819	0.18333333333333332	58	47.242266739833966	47.23816305075897	6.014812815272848	6.032473880806257	28 - LECLERC	21 - SAINT-PAUL	28	21.0	2014-05-22 20:46:19.262127
begin	0.0	0.0	87	47.247417297125864		6.028643227134329		22 - LIBERTE		22		2014-05-22 20:47:19.262127
end	1.5698406840379187	0.18333333333333332	47	47.245601166043805	47.232140411418726	6.029112984244656	6.022842670313092	04 - FLORE	16 - GARE D'EAU	4	16.0	2014-05-22 20:48:19.262127
begin	0.0	0.0	97	47.23532713371164		6.025415743969972		12 - GRANVELLE (CB)		12		2014-05-22 20:49:19.262127
end	1.487521281536461	0.18333333333333332	80	47.23549883612933	47.240378590402976	6.015246632284997	6.033592242591653	09 - LA CITY (CB)	07 - GARE MOUILLERE	9	7.0	2014-05-22 20:55:19.262127
begin	0.0	0.0	35	47.23687885054159		6.022230358397715		27 - MAIRIE		27		2014-05-22 20:56:19.262127
end	1.7283166055345864	0.18333333333333332	87	47.247417297125864	47.232972634791274	6.028643227134329	6.020189619260524	22 - LIBERTE	17 - PREFECTURE	22	17.0	2014-05-22 20:58:19.262127
begin	0.0	0.0	106	47.232098051962886		6.035135506401409		23 - RIVOTTE		23		2014-05-22 20:59:19.262127
end	0.7408110629713924	1.0	61	47.232972634791274	47.23658127083706	6.020189619260524	6.028437571298568	17 - PREFECTURE	11 - JEAN CORNET	17	11.0	2014-05-22 21:06:19.262127
begin	0.0	0.0	76	47.230679917904574		6.028241933846067		15 - TARRAGNOZ		15		2014-05-22 21:07:19.262127
end	1.5485368708024705	0.18333333333333332	106	47.232098051962886	47.23549883612933	6.035135506401409	6.015246632284997	23 - RIVOTTE	09 - LA CITY (CB)	23	9.0	2014-05-22 21:10:19.262127
begin	0.0	0.0	30	47.239837298410414		6.019829222956177		03 - MADELEINE (CB)		3		2014-05-22 21:11:19.262127
end	0.300893301329759	1.0	116	47.23532713371164	47.237975621583274	6.025415743969972	6.026233043233463	12 - GRANVELLE (CB)	25 - MORAND	12	25.0	2014-05-22 21:16:19.262127
begin	0.0	0.0	6	47.232098051962886		6.035135506401409		23 - RIVOTTE		23		2014-05-22 21:17:19.262127
end	1.757529660991355	0.18333333333333332	76	47.230679917904574	47.24598	6.028241933846067	6.0224	15 - TARRAGNOZ	01 - GARE VIOTTE (CB)	15	1.0	2014-05-22 21:18:19.262127
begin	0.0	0.0	36	47.23687885054159		6.022230358397715		27 - MAIRIE		27		2014-05-22 21:19:19.262127
end	0.500446662449808	1.0	117	47.23532713371164	47.238861017468444	6.025415743969972	6.029520493529113	12 - GRANVELLE (CB)	26 - BERSOT	12	26.0	2014-05-22 21:19:19.262127
begin	0.0	0.0	59	47.242266739833966		6.014812815272848		28 - LECLERC		28		2014-05-22 21:20:19.262127
end	1.4408370005519244	0.18333333333333332	30	47.239837298410414	47.232098051962886	6.019829222956177	6.035135506401409	03 - MADELEINE (CB)	23 - RIVOTTE	3	23.0	2014-05-22 21:22:19.262127
begin	0.0	0.0	120	47.239472732151135		6.023347888923649		20 - REVOLUTION		20		2014-05-22 21:23:19.262127
end	0.2663542169104011	1.0	128	47.23658127083706	47.238861017468444	6.028437571298568	6.029520493529113	11 - JEAN CORNET	26 - BERSOT	11	26.0	2014-05-22 21:26:19.262127
begin	0.0	0.0	127	47.24274259048728		6.025292335375532		05 - ISEMBART		5		2014-05-22 21:27:19.262127
end	0.9246261007358442	1.0	74	47.23775305781035	47.24598	6.024181412656592	6.0224	10 - 8 SEPTEMBRE (CB)	01 - GARE VIOTTE (CB)	10	1.0	2014-05-22 21:27:19.262127
begin	0.0	0.0	65	47.23816305075897		6.032473880806257		21 - SAINT-PAUL		21		2014-05-22 21:28:19.262127
end	1.9059405423023676	0.18333333333333332	6	47.232098051962886	47.242266739833966	6.035135506401409	6.014812815272848	23 - RIVOTTE	28 - LECLERC	23	28.0	2014-05-22 21:28:19.262127
begin	0.0	0.0	77	47.230679917904574		6.028241933846067		15 - TARRAGNOZ		15		2014-05-22 21:29:19.262127
end	1.6730916613972755	0.18333333333333332	59	47.242266739833966	47.234141824485384	6.014812815272848	6.033465399526011	28 - LECLERC	14 - JACOBINS	28	14.0	2014-05-22 21:31:19.262127
begin	0.0	0.0	15	47.241255701340755		6.006690275635534		30 - XAVIER MARMIER		30		2014-05-22 21:32:19.262127
end	0.35672772026893385	1.0	141	47.24087	47.23775305781035	6.0253	6.024181412656592	19 - BEAUX-ARTS	10 - 8 SEPTEMBRE (CB)	19	10.0	2014-05-22 21:36:19.262127
begin	0.0	0.0	6	47.242266739833966		6.014812815272848		28 - LECLERC		28		2014-05-22 21:37:19.262127
end	1.4139800808773606	0.18333333333333332	127	47.24274259048728	47.241255701340755	6.025292335375532	6.006690275635534	05 - ISEMBART	30 - XAVIER MARMIER	5	30.0	2014-05-22 21:38:19.262127
begin	0.0	0.0	141	47.23775305781035		6.024181412656592		10 - 8 SEPTEMBRE (CB)		10		2014-05-22 21:39:19.262127
end	0.17691450128305042	1.0	142	47.24087	47.24010992877723	6.0253	6.027358757731064	19 - BEAUX-ARTS	24 - MEDIATHEQUE	19	24.0	2014-05-22 21:39:19.262127
end	1.4460711670885664	0.18333333333333332	65	47.23816305075897	47.23897215841013	6.032473880806257	6.01335658368175	21 - SAINT-PAUL	29 - SQUARE LABBE	21	29.0	2014-05-22 21:39:19.262127
begin	0.0	0.0	31	47.247417297125864		6.028643227134329		22 - LIBERTE		22		2014-05-22 21:40:19.262127
end	1.4536981164192808	0.18333333333333332	77	47.230679917904574	47.23897215841013	6.028241933846067	6.01335658368175	15 - TARRAGNOZ	29 - SQUARE LABBE	15	29.0	2014-05-22 21:40:19.262127
begin	0.0	0.0	121	47.239472732151135		6.023347888923649		20 - REVOLUTION		20		2014-05-22 21:41:19.262127
begin	0.0	0.0	106	47.23549883612933		6.015246632284997		09 - LA CITY (CB)		9		2014-05-22 21:42:19.262127
end	1.7221237242391285	0.18333333333333332	15	47.241255701340755	47.23658127083706	6.006690275635534	6.028437571298568	30 - XAVIER MARMIER	11 - JEAN CORNET	30	11.0	2014-05-22 21:43:19.262127
begin	0.0	0.0	78	47.230679917904574		6.028241933846067		15 - TARRAGNOZ		15		2014-05-22 21:44:19.262127
end	1.6394853686310886	0.18333333333333332	6	47.242266739833966	47.230679917904574	6.014812815272848	6.028241933846067	28 - LECLERC	15 - TARRAGNOZ	28	15.0	2014-05-22 21:48:19.262127
begin	0.0	0.0	76	47.24598		6.0224		01 - GARE VIOTTE (CB)		1		2014-05-22 21:49:19.262127
end	0.8346008036511218	1.0	97	47.23532713371164	47.240378590402976	6.025415743969972	6.033592242591653	12 - GRANVELLE (CB)	07 - GARE MOUILLERE	12	7.0	2014-05-22 21:49:19.262127
begin	0.0	0.0	25	47.232972634791274		6.020189619260524		17 - PREFECTURE		17		2014-05-22 21:50:19.262127
end	1.7542475977234433	0.18333333333333332	31	47.247417297125864	47.232140411418726	6.028643227134329	6.022842670313092	22 - LIBERTE	16 - GARE D'EAU	22	16.0	2014-05-22 21:51:19.262127
begin	0.0	0.0	72	47.237975621583274		6.026233043233463		25 - MORAND		25		2014-05-22 21:52:19.262127
end	1.5354713023757784	0.18333333333333332	106	47.23549883612933	47.245601166043805	6.015246632284997	6.029112984244656	09 - LA CITY (CB)	04 - FLORE	9	4.0	2014-05-22 21:53:19.262127
begin	0.0	0.0	81	47.23549883612933		6.015246632284997		09 - LA CITY (CB)		9		2014-05-22 21:54:19.262127
end	1.4459360307122335	0.18333333333333332	78	47.230679917904574	47.242989691774426	6.028241933846067	6.022069520897031	15 - TARRAGNOZ	02 - SQUARE BOUCHOT	15	2.0	2014-05-22 21:55:19.262127
begin	0.0	0.0	135	47.23570567397708		6.021461994271495		18 - SAINT-JACQUES (CB)		18		2014-05-22 21:56:19.262127
end	0.5289146689640079	1.0	35	47.23687885054159	47.232140411418726	6.022230358397715	6.022842670313092	27 - MAIRIE	16 - GARE D'EAU	27	16.0	2014-05-22 21:56:19.262127
begin	0.0	0.0	136	47.23570567397708		6.021461994271495		18 - SAINT-JACQUES (CB)		18		2014-05-22 21:57:19.262127
end	1.818549466087738	0.18333333333333332	76	47.24598	47.232098051962886	6.0224	6.035135506401409	01 - GARE VIOTTE (CB)	23 - RIVOTTE	1	23.0	2014-05-22 22:00:19.262127
begin	0.0	0.0	105	47.242516482485755		6.029825732914758		06 - OFFICE DE TOURISME (CB)		6		2014-05-22 22:01:19.262127
end	1.7283166055345864	0.18333333333333332	25	47.232972634791274	47.247417297125864	6.020189619260524	6.028643227134329	17 - PREFECTURE	22 - LIBERTE	17	22.0	2014-05-22 22:01:19.262127
begin	0.0	0.0	122	47.239472732151135		6.023347888923649		20 - REVOLUTION		20		2014-05-22 22:02:19.262127
end	1.3837835837550616	0.18333333333333332	81	47.23549883612933	47.234141824485384	6.015246632284997	6.033465399526011	09 - LA CITY (CB)	14 - JACOBINS	9	14.0	2014-05-22 22:05:19.262127
begin	0.0	0.0	78	47.242989691774426		6.022069520897031		02 - SQUARE BOUCHOT		2		2014-05-22 22:06:19.262127
end	1.5619920596698929	0.2	78	47.242989691774426	47.232098051962886	6.022069520897031	6.035135506401409	02 - SQUARE BOUCHOT	23 - RIVOTTE	2	23.0	2014-05-22 22:18:19.262127
begin	0.0	0.0	130	47.234141824485384		6.033465399526011		14 - JACOBINS		14		2014-05-22 22:19:19.262127
end	0.5928717199142268	1.0	36	47.23687885054159	47.238861017468444	6.022230358397715	6.029520493529113	27 - MAIRIE	26 - BERSOT	27	26.0	2014-05-22 22:19:19.262127
begin	0.0	0.0	60	47.245601166043805		6.029112984244656		04 - FLORE		4		2014-05-22 22:20:19.262127
end	0.8162086343939966	1.0	120	47.239472732151135	47.232140411418726	6.023347888923649	6.022842670313092	20 - REVOLUTION	16 - GARE D'EAU	20	16.0	2014-05-22 22:23:19.262127
begin	0.0	0.0	137	47.23570567397708		6.021461994271495		18 - SAINT-JACQUES (CB)		18		2014-05-22 22:24:19.262127
end	1.610392437542676	0.18333333333333332	130	47.234141824485384	47.23897215841013	6.033465399526011	6.01335658368175	14 - JACOBINS	29 - SQUARE LABBE	14	29.0	2014-05-22 22:30:19.262127
begin	0.0	0.0	71	47.234141824485384		6.033465399526011		14 - JACOBINS		14		2014-05-22 22:31:19.262127
