available_bike_stands	available_bikes	collect_date	file	lat	lng	name	number
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.234141824485384	6.033465399526011	14 - JACOBINS	14
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.24274259048728	6.025292335375532	05 - ISEMBART	5
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.24010992877723	6.027358757731064	24 - MEDIATHEQUE	24
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.232098051962886	6.035135506401409	23 - RIVOTTE	23
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.23897215841013	6.01335658368175	29 - SQUARE LABBE	29
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.238861017468444	6.029520493529113	26 - BERSOT	26
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.23775305781035	6.024181412656592	10 - 8 SEPTEMBRE (CB)	10
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.23687885054159	6.022230358397715	27 - MAIRIE	27
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.245601166043805	6.029112984244656	04 - FLORE	4
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.242516482485755	6.029825732914758	06 - OFFICE DE TOURISME (CB)	6
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.242266739833966	6.014812815272848	28 - LECLERC	28
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.240378590402976	6.033592242591653	07 - GARE MOUILLERE	7
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.239837298410414	6.019829222956177	03 - MADELEINE (CB)	3
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.23816305075897	6.032473880806257	21 - SAINT-PAUL	21
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.23962163528984	6.01727555596672	08 - MARULAZ	8
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.232972634791274	6.020189619260524	17 - PREFECTURE	17
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.241255701340755	6.006690275635534	30 - XAVIER MARMIER	30
5	5	2014-05-22 18:13:41.595410	2014-05-22 18:13:41.595410	47.237975621583274	6.026233043233463	25 - MORAND	25
